uma,中項目,小項目(辞書版出来ました),"追加したい項目は追加希望シートに記載ください,調べたい物は,検索シートが便利です",,大項目,34,中項目,
元素法典,ポジティブ3,天堂台阶(人物)ポジティブ,"{{{there are suspended staircase above the sky}}},{{{only suspended staircase}}},{{{clouds surround the white suspended staircase}}},the suspended staircase are snow white,there are only suspended staircase in the sky,white feathers fluttered around the suspended staircase,{{{heaven}}},beautiful detailed sky,beautiful detailed cumulonimbus,{{{extremely detailed cg unity 8k wallpaper}}},masterpiece,best quality,ultra detailed,{best illumination},best shadow,an extremely delicate and beautiful,dynamic angle,floating,finely detail,{bloom},{shine},glinting stars,feather,nature,{sunlight},fairyland,extremely delicate and beautiful girls,full body,cloud gap light",",",,,,
元素法典,ポジティブ3,塔罗牌术ポジティブ,"{{{masterpiece}}},{{the best quality}},super fine illustrations,beautiful and delicate water,depth of field,fine 8kcg wallpapers,{delicate light},{{cinematic lighting}},{portrait},portrait lens,{{{alphonse mucha}}},{{fantasy style}},{{shine}},{{{{tarot card young girl}}}},{{{china cheongsam}}},{delicate eyelash},{{cute anime face}},{extremely delicate and beautiful},{hair flower},{gem},{crystal},{{colored inner long hair}},{multicolored},{beautiful detailed face},{{{detailed long hair}}},floating long hair,gradient hair,{lace},{ribbon},{{crown}},{{{detailed cloth butterfly}}},{detailed butterfly},{multicolored butterfly},{neon palette},{{detailed flowers}},{{multicolored flowers}},{flowers surrounded},{{{{butterfly surroundedflowers fill the screen}}}},{{fill the screen}}",",",,,,
元素法典,ポジティブ3,桃法ポジティブ,"{{masterpiece}},{{best quality}},{ultra detailed},{illustration},{{an extremely delicate and beautiful}},{dynamic angle},chinese dragon,china,1girl,{beautiful detailed eyes},cute pink eyes,green pupil,detailed face,upper body,messy floating hair,disheveled hair,focus,perfect hands",",",,,,
元素法典,ポジティブ3,白虎志ポジティブ,"{{masterpiece}},best quality,{{illustration}},original,extremely detailed wallpaper,{{{beijing opera}}},{sketch},{wash painting},{{color splashing}},{{ink splashing}},{{{{dyeing}}}},{{chinese painting}},{{{colorfulbeautiful and delicate mountain}}},{solo},{fantasy creatures},{{chinese white tiger}},{{{{{{{{{{{{{{{{solo;1.8}}}}}}}}}}}}}}}},black markings,{white tiger},{{solo}},beautiful and delicate golden eyes,huge claws ,big and strong,diabolical,tyrannica,{mountains}",",",,,,
元素法典,ポジティブ3,半厚涂ポジティブ,"{{{{{extremely detailedmasterpiece}}}}},{{ultra detailed}},{{illustration}},{{disheveled hair}},{{{colourful}}},solo,1girl,breeze,cinematic lighting,vest,{{fasle impasto paintings}},gradient eyes,beautifully detailed sky,watercolour,ambient light",",",,,,
元素法典,ポジティブ3,繁浮法ポジティブ,"{{{ukiyo e style}}},{simple colors},{{{masterpiece}}},{katsushika hokusai},long hair,hair flower,{{black hair}},red eyes,red sky,{chinoiserie},{{{best quality}}},kimono,{{ultra detailed}},{illustration},maple leaves flying,{{1girl}},{{{solo}}},{{an extremely delicate and beautiful}},blank stare,close to viewer,{breeze},{flying splashes},{flying petals},wind,{gorgeous and rich graphics}",",",,,,
元素法典,ポジティブ3,美术场景法ポジティブ,"{highly detailed},{{masterpiece}},{impasto},intricate,digital painting,shadow,landscapes,fantasy,delicate grassland,{{{{{{piers}}}}}},{{{{{{lake}}}}}},{{{{villiage}}}},lights,clear sky,wind,beautiful sky,cumulus,{night star}",",",,,,
元素法典,ポジティブ3,描背法ポジティブ,"{{{masterpiece}}},{{{best quality}}},{{ultra detailed}},{{illustration}},floating,{{an extremely delicate and beautiful}},{beautiful detailed eyes},{{disheveled hair}},{painting},{sketch},1girl,loli,small breasts,{{neck}},{{{back}}},{looking back},blush,dhalter dress,sliver hair,backless dress",",",,,,
元素法典,ポジティブ3,瓶中法ポジティブ,"{extremely detailed cg unity 8k wallpaper},masterpiece,best quality,ultra detailed,{best illumination},best shadow,an extremely delicate and beautiful,dynamic angle,floating,finely detail,{depth of field bloom},{shine},glinting stars,classic,{illustration},best starry sky,transparent,{{{{{{{{{{{{{{1girl5}}}}}}}}}}}}}},long gray hair,detailed blue eyes,medium breasts,witch,{girl sitting inside a long crystal bottle},bottle with stopper,water in bottle,grass background,nature",",",,,,
元素法典,ポジティブ3,蜂女术ポジティブ,"worker bees,drones,{{{{{queen bee with a detailed face of girl in production}}}}},in beehive,{{{{game cg}}}},{{{{by famous artist}}}},{{highly detailed}},{{masterpiece}},{{{best quality}}},beeswax,honey,royal jelly,solo",",",,,,
元素法典,ポジティブ3,漫画风格ポジティブ,"(comic), (creative frame design), flat color,{{{ limited palette}}},story, {girl}, gothic, {speech bubble}, (monochrome:3) , {speak arrow (symbol)} ,meme,  manga frame, ((dark intense shadows)), ((cinematic lighting)), ((overexposure)),cute anime faces, sketch,{{storyboards}}, (pretty face), section, frame, {border}, {split theme}, {{split screen}}, {Cartoon split},river, (forest),palace, (fairyland,feather,flowers, nature),(sunlight),Hazy fog, mist,(beautiful detailed sky), {2 girls}, flat chest, diamond and glaring eyes, black eyes, beautiful detailed cold face, {short red hair}, short wavy hair, beautiful detailed eyes, glowing eyes, touhou project, 1girl,braid,dress,eyelashes,frilled skirt,holding knife, holster,maid,maid headdress, medium hair,pocket watch,puffy short sleeves,silver chain, thigh strap, wrist cuffs, open mouth,blank stare, smile,angry,tears",",",,,,
元素法典,ポジティブ3,未名雨ポジティブ,"melting,abstract,splash,hyper detailed,small breast,white hair,short hair with long locks,small breast,messy hair,blue eyes,backlighting,sand,water,black background,dust clodust,water splash,long sleeves,white clothes,splash,oversized clothes",",",,,,
元素法典,ポジティブ3,未名花ポジティブ,"beautiful detailed flower,beautiful detailed eyes,hyper detailed,flower,hyper quality,eyes,flower and hair is same color,beautifuly color,face,{{{{{her hair is becoming flower}}}}},flower,hair,flower,butterfly,{{{{1girlkawaii}}}},{{{high details}}},high quality,{{{back light}}},{{hair and clothes is flower}},{{{upper body}}},high quality,hair with body,webbed dress,upper body,flower leg,flower hands,body with flower,{{flower with clothes}},dress with flower,light particles,black background,{{{{hair with flower}}}},small breast with flower,big hair with flower,{{floating hair with flower}},floating1girl,small breast,marbling with hair and clothes,looking at viewer,{{original}},{{arm down}},{{paper cutting}},black background,flower forground,{{hair with flower}},{{{{{highres}}}}},hair with flower,hair with flower,hair,wavy hair,diffusion lighting,abstract,butterfly with body,flower with hair,her hair is flower,big top sleeves,floating",",",,,,
元素法典,ポジティブ3,立体主义ポジティブ,"maidens of avignon,colorful,flat color,limited palette,{{by picasso}},{{cubism}},{{a girl}},pretty face,upper body,flat chest,floating black jacket,white school uniform,white beret,bowknot over white beret",",",,,,
元素法典,ポジティブ3,林奈法ポジティブ,"botanical illustration,masterpiece,best quality,extremely detailed,植物名,watercolor,masterpiece,best quality,extremely detailed,1girl,full body,beautiful detailed eyes,cute anime face,full body,beautiful detailed face,white hair,{{{{{{{{{{botanical illustration}}}}}}}}}},white dress",",",,,,
元素法典,ポジティブ3,剪纸窗花ポジティブ,"{{art of paper cut}},china,red and white,paper cut,calligraphy,man and wife,{flower},bird,insect and fish",",",,,,
元素法典,ポジティブ3,埃及壁画ポジティブ,"{{{ancient egyptian mural}}},story,pharaoh",",",,,,
元素法典,ポジティブ3,彷徨ポジティブ,"{{masterpiece}},{{{best quality}}},{{{{{{{{{{ultra detailed}}}}}}}}}},{{illustration}},{{disheveled hair}},{1girl},solo,ambiguous gender,animal ears,artist name,black footwear,black gloves,black pants,black ribbon,blood,blood from eyes,blood from mouth,blood on clothes,bloodonface,blue coat,blue hair,boots,building,bulletproof vest,cat ears,cattail,caution tape,a broken building,character name,city,cityscape,cloud,cloudy sky,coat,corpse,{crane machine},crystal,cuts,eyelashes,gloves,green eyes,grey coat,hood,hood down,hood up,hooded coat,impaled,injury,keep out,ladder,leg ribbon,lightning,long hair,looking up,mask,meteor,open clothes,open coat,outdoors,pants,parted lips,railing,rain,ribbon,rooftop,sidelocks,sky,skyscraper,tail,very long hair,{heavy rains},negative prompt,smooth reflection,{specular reflection},{{{{{{{{{{delicate and delicate face}}}}}}}}}},the residual eaves duanbi,dark tonal,{iridescence and rainbow eyes},backlight",",",,,,
元素法典,ポジティブ3,狡兽录ポジティブ,"{{masterpiece}},best quality,{{illustration}},original,extremely detailed wallpaper,{{{beijing opera}}},{sketch},{wash painting},{{color splashing}},{{ink splashing}},{{{{dyeing}}}},{{chinese painting}},{{{colorfulbeautiful and delicate mountain}}},{solo},{fantasy creatures},{{chinese white tiger}},{{{{{{{{{{{{{{{{solo;1.8}}}}}}}}}}}}}}}},black markings,{white tiger},{{solo}},beautiful and delicate golden eyes,huge claws,big and strong,diabolical,tyrannica,{lmountains}",",",,,,
元素法典,ポジティブ3,默剧法ポジティブ,"((best quality)), ((masterpiece)), highres, original, extremely detailed wallpaper,an extremely delicate and beautiful,illustration,cinematic lighting, volume lighting, bloom effect, light particles,((1 girl)),beautiful detailed eyes,long sleeves, hoodie,frills, no shadow, simple background, (((black background))), European style, bright skin, (((1980s (style)))), movie theater,  silhouette, greyscale, monochrome,((Big wavy curls)), slit pupils,(((looking back))),cinematic angle, (((close-up))),(((portrait))),lens flare,seductive smile, tarot, medium hair",",",,,,
元素法典,ポジティブ3,军姬法ポジティブ,"{gloomy dim yellow light},a blonde girl wears a german military uniform,{the girl wore a black german military uniform},{{the girl looked disgusted}},the girl was expressionless,{the girl was draped in a black cloak},{{{{flames burned behind the maiden}}}},{there is battlefield behind the girl},{{{bloody}}},{{{beautiful detailed german military uniform}}},{{german military uniform}},beautiful detailed girl,perfect face,feet out of frame,{{perfect body}},straight on,{{solo}},red eyes,curly hair,{{backlight}},girl on the center axis of the picture,small breasts,{the character is in the center of the frame},girl on the center axis of the picture,{extremely detailed cg unity 8k wallpaper},masterpiece,best quality,ultra detailed,{best illumination},best shadow,an extremely delicate and beautiful,dynamic angle,floating,finely detail,{bloom},{shine},glinting stars,classic",",",,,,
元素法典,ポジティブ3,嘻哈风ポジティブ,"{{masterpiece}},{{{extreme details}}},{{clear facial features}},backlight,1 girl,{dim scene},{{complex and messy street fluorescent graffiti on the wall}},face the viewer,full body,hip hop style,splashed paint dynamic angle,demonic smile,cool and fashionable hoodies,hands in pockets,visual impact,{spotlight},{{american caricature painting style}},contour deepening,comic",",",,,,
元素法典,ポジティブ3,圣宫法ポジティブ,"masterpiece,best quality,cg 8k wallpaper,illustration,amazing fine details and brush strokes,smooth,{{{1girl}}},extremely detailed,dynamic composition,motion,incredibly detailed,white court dress,loli,moonlight,beautiful,detailed eyes,white hair""blue hair,blue eyes,long curly hair,hands behind back,highly detailed,solo,full,amazing,beautiful,finely detail,{stars},galaxy,ray trace,depth of field",",",,,,
元素法典,ポジティブ3,开席术ポジティブ,"masterpiece,best quality,top view,close up shots,colorful deliciousness,multiple dishes,fresh style,cake,pink violet,cream,{golden rose},cacao,ice cream,candle,matcha,streamers,high detail,delicacies,stage lighting,{shining tablecloth},plates and forks,seasoning,state banquet",",",,,,
元素法典,ポジティブ3,樱乐会ポジティブ,"{{masterpiece}},{{{best quality}}},{{ultra detailed}},{{illustration}},a lot of waving glow sticks,stage,concert,{solo},1 girl,{{singing}},headset,{{{{leaning forward}}}},{arms behind back},{{extremely detailed eyes and face}},colorful,tokyo dome,ray tracing,{disheveled hair},cherry blossoms,petals,flying notes",",",,,,
元素法典,ポジティブ3,灵铠法ポジティブ,"masterpiece,best quality,ultra detailed,knight in armor,metal,extremely detailed hd wallpaper,realism,fluorescent,8k,colorful background,cool movement,insanity,dynamic composition,motion,ultra detailed,cloak,incredibly detailed,a lot of details,amazing fine details and brush strokes,smooth,hd semirealistic anime cg concept art digital painting,volume,an extremely delicate and beautiful,dynamic angle,floating,painting,solo,full body,1man,look up,cloak,dark souls,two arms",",",,,,
元素法典,ポジティブ3,积木法ポジティブ,"{plastic building blocks},grey background,stereoscopic feeling",",",,,,
元素法典,ポジティブ3,穷奇录ポジティブ,"{{masterpiece}},best quality,{{illustration}},original,extremely detailed wallpaper,{{{beijing opera}}},{sketch},{{wash painting}},{{ink splashing}},{{{{dyeing}}}},{{chinese painting}},{{beijing opera}},{sketch},{wash painting},{ink splashing},dyeing,{{chinese painting}},{{a mythical ferocious animal}},{{the bull}},{{long horns}},{{with wings on its back}},{red and black wings},{solo},mountain,big and strong,diabolical,tyrannical",",",,,,
元素法典,ポジティブ3,萝卜法ポジティブ,"{{best quality}},{{masterpiece}},{{ultra detailed}},{oil paint},power armor,{epic},{steam},only the upper body and head can be seen,{a magnificent scene},knight,shock,warlord,war machine,titan,in ruins,jesus light,grey sky,{illustration},{detailed light},night,rainy,from side,from below",",",,,,
元素法典,ポジティブ3,跑团法ポジティブ,"{highly detailed},{impasto},intricate,church painting,{{{1 girl}}},painting frame,fantasy,delicate grassland,sorceress,shepherd long white hair,red dragon eye,white dress,{pretty face},beautiful detailed face,extremely delicate and beautiful girls,alps,evergreen coniferous forest,clear sky,wind,beautiful sky,cumulus",",",,,,
